"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"1329",1331,2012,"UV-DAVST","TORHILOG","UV-Davst / Torhilog","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",10.5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,3.75,0,0,47.25,19.5,5,"Uvs-Davst",1,838.0195923,"II","2"
"1330",1332,2012,"UV-HOVD","BOGDIIN GANYY","UV-Hovd / Bogdiin ganyy","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,5.5,0,2.75,3,9,0,0,0,0,0,0,5.5,5.25,4.5,0,0,0,0.75,0,0,3.25,0,0,0,0,2.5,0,0,53.75,40.5,14,"Uvs-Hovd",1,374.4087524,"III","3"
"1331",1333,2012,"UV-HOVD","HAR UZUUR","UV-Hovd / Har uzuur","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,5.5,NA,0,0,3.25,NA,NA,NA,0,0,NA,0,18.75,7,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,51.75,43.25,9,"Uvs-Hovd",1,353.6082458,"I","1"
"1332",1334,2012,"UV-HOVD","HAR YLAANII BEL","UV-Hovd / Har ylaanii bel","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,14.25,0,2.75,3.75,13,0,0,0,0,0,0,0,1.75,0,0,0,0,4.75,0,0,0.25,0,0,0,0,3.25,0,0,45.5,49.75,11,"Uvs-Hovd",1,224.6052399,"I","1"
"1333",1335,2012,"UV-HOVD","SHAR DAL","UV-Hovd / Shar dal","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0.25,0,0,0,0,0,0,1.75,7.25,9.75,0,0,0,0,57.75,0,0,0,0,0,0,2,0,0,83.75,12.75,10,"Uvs-Hovd",1,622.0145874,"I","1"
"1334",1336,2012,"UV-HYARGAS","BEL BULAG","UV-Hyargas / bel bulag","I","Loamy",2,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,22,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,22.75,70.25,29.75,4,"Uvs-Hyargas",1,165.4038544,"I","1"
"1335",1337,2012,"UV-HYARGAS","ENDERT","UV-Hyargas / Endert","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,28.75,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,23.75,0,0,0,0,0,0,0,0,27.5,80,20,4,"Uvs-Hyargas",1,384.2089844,"I","1"
"1336",1338,2012,"UV-HYARGAS","NAIRT","UV-Hyargas / Nairt","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,19.25,0,0,0,0,0,0,0,0,23.75,24.75,0,0,0,0,0,17.25,0,0,0,0,0,0,0,0,23.75,85,15,5,"Uvs-Hyargas",1,300.4070129,"I","1"
"1337",1339,2012,"UV-HYARGAS","YLAANII GANYY","UV-Hyargas / Ylaanii ganyy","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,16.75,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,0,24.5,60.5,39.25,4,"Uvs-Hyargas",1,142.0033264,"III","2"
"1338",1340,2012,"UV-MALCHIN","BEL BYLAG","UV-Malchin / Bel bylag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,6.75,0,0,11.75,0,0,0,0,0,13.25,4.25,17,0,0,0,3.5,0,0,0,0,0,0,0,0,0,13.25,52,47.25,8,"Uvs-Malchin",1,906.8212891,"I","1"
"1339",1341,2012,"UV-MALCHIN","SHAVRIN YS","UV-Malchin / Shavrin ys","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,10.75,0,0,20,0,0,0,0,0,11,0.25,16.5,0,0,0,6.25,8.5,0,0,0,0,0,0,0,0,11,66,29.25,9,"Uvs-Malchin",1,1205.828247,"I","1"
"1340",1342,2012,"UV-MALCHIN","TSAGAAN HYDAG","UV-Malchin / Tsagaan hydag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,5.25,0,0,9.75,0,0,0,0,0,13,15.5,6.75,0,0,0,0,1,0,0,0,0,0,0,0,0,12.75,45,48.5,10,"Uvs-Malchin",1,1312.830566,"I","1"
"1341",1343,2012,"UV-MALCHIN","TSAGAAN TOLGOI","UV-Malchin / Tsagaan tolgoi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,3.5,0,0,22.25,0,0,0,0,0,15.5,3,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,53.25,44.25,8,"Uvs-Malchin",1,1072.825195,"I","1"
"1342",1344,2012,"UV-MALCHIN","ZAMIIN YS","UV-Malchin / Zamiin ys","I","Loamy",2,1,1.1,1,"Yes","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,8.25,0,0,14.25,0,0,0,0,0,8.25,4,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,46.25,45.25,9,"Uvs-Malchin",1,1068.224976,"III","2"
"1343",1345,2012,"UV-NARANBULAG","BUUM","UV-Naranbulag / Buum","II","Loamy",15,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,31.75,54.75,4,"Uvs-Naranbulag",1,41.80097961,"II","2"
"1344",1346,2012,"UV-NARANBULAG","JAAJAAN HOIT ZOO","UV-Naranbulag / Jaajaan hoit zoo","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,2.5,0,0,0,0,0,0,0,0,4.5,3.5,40.25,0,0,0,0,0,0,0,0,0,0,0,58.25,1.25,0,93.5,1.5,11,"Uvs-Naranbulag",1,514.6119995,"III","2"
"1345",1347,2012,"UV-NARANBULAG","SHAR NUUR","UV-Naranbulag / Shar nuur","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,24,0,0,0,0,0,0,0,0,6.5,4.25,16.75,0,0,0,0,0,0,0,0,0,0,3.75,26.25,0.5,0,77.75,12.75,13,"Uvs-Naranbulag",1,114.8026886,"I","1"
"1346",1348,2012,"UV-NARANBULAG","TATAAL","UV-Naranbulag / Tataal","I","sandy loam",12,1,1.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.25,1,0,50.75,38,5,"Uvs-Naranbulag",1,96.00224304,"III","3"
"1347",1349,2012,"UV-SAGIL","AJIIN HUDUU","UV-Sagil / Ajiin huduu","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,7.25,19.25,7.25,0,0,0,0,0,0,0,0,26.25,3.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.5,26.25,7,"Uvs-Sagil",1,96.80225372,"III","3"
"1348",1350,2012,"UV-SAGIL","GYRVAN BYLGIIN HOTGOR","UV-Sagil / Gyrvan bylgiin hotgor","III","Gravelly",11,2,2.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,3.5,0,3.5,0,0,0,0,0,0,0,1.5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.5,28.5,8,"Uvs-Sagil",1,82.40192413,"IV","3"
"1349",1351,2012,"UV-SAGIL","HAR MODIIN DENJ","UV-Sagil / Har modiin denj","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,0.5,0,0,0,0,0,0,0,0,28.75,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.5,33,31.75,5,"Uvs-Sagil",1,26.80062675,"IV","3"
"1350",1352,2012,"UV-SAGIL","HETSUUGIIN NARAN","UV-Sagil / Hetsuugiin naran","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,4,0,0,3.25,0,0,0,0,0,18.5,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.5,47,47.5,6,"Uvs-Sagil",1,37.80088806,"IV","4"
"1351",1353,2012,"UV-SAGIL","TSAGAAN GOL","UV-Sagil / Tsagaan gol","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,5,16.75,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,44.5,25.5,5,"Uvs-Sagil",1,197.4046021,"IV","3"
"1352",1354,2012,"UV-TARIALAN","HABCHIGIIN EHEN","UV-Tarialan / Habchigiin ehen","III","Gravelly",1,2,2.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,25.5,0,0,0,0,0,0,0,0,12.75,0,22.5,0,0,0,1.5,0,0,0,0,0,0,0,14.25,0,0,79.5,19.25,8,"Uvs-Tarialan",1,323.4075623,"I","1"
"1353",1355,2012,"UV-TARIALAN","HABTGAI","UV-Tarialan / Habtgai","III","Gravelly",24,2,1.1,1,"Yes","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,25.75,0,0,0,0,0,0,0,0,17.25,0,8,0,0,0,0,0,0,2,0,0,0,0,11.25,0,0,55.75,36,10,"Uvs-Tarialan",1,198.6046448,"I","2"
"1354",1356,2012,"UV-TARIALAN","HUREN HAD","UV-Tarialan / Huren had","I","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,9.25,0,0,0,0,0,0,0,0,1.75,25.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66.75,26,10,"Uvs-Tarialan",1,442.2103271,"I","1"
"1355",1357,2012,"UV-TARIALAN","NUTSGENII ZOO","UV-Tarialan / Nutsgenii zoo","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0.5,0,15.25,0,0,0,0,0,0,0,0,10.25,23,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,74.25,19,10,"Uvs-Tarialan",1,395.8092651,"III","2"
"1356",1358,2012,"UV-TARIALAN","TAHILT","UV-Tarialan / Tahilt","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"1357",1359,2012,"UV-TES","GANTS TOLGOI","UV-Tes / Gants tolgoi","III","sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,8.75,0,NA,NA,NA,0,0,NA,0,12.25,0,0,5.75,0,0,0,0,0,0,0,0,16,NA,NA,NA,40.5,57.75,6,"Uvs-Tes",1,492.811554,"I","1"
"1358",1360,2012,"UV-TES","GUURIIN AM","UV-Tes / Guuriin am","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",5.5,0,0,2.25,10,0,0.75,0,0,0,0,0,21,0.75,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,86.25,13,11,"Uvs-Tes",1,173.0040436,"I","1"
"1359",1361,2012,"UV-TES","GYRVAN BYLAG","UV-Tes / Gyrvan bylag","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,1.75,0,NA,NA,NA,0,0,NA,1.75,0,0,0,13.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,17.25,80.75,4,"Uvs-Tes",1,44.80104828,"II","2"
"1360",1362,2012,"UV-TES","HASHAALAAGUI TALBAI","UV-Tes / Hashaalaagui talbai","II","High water table",10,2,2.1,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",1.5,0,0,0,3.25,0,6.25,0,0,0,0,0,0,3.25,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,0,35,60.25,7,"Uvs-Tes",1,169.0039673,"I","1"
"1361",1363,2012,"UV-TES","IH GATLAGA","UV-Tes / Ih gatlaga","I","sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,1,0,NA,NA,NA,0,0,NA,0,14.5,0,0,38.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,59.5,35.25,6,"Uvs-Tes",1,346.2080688,"I","1"
"1362",1364,2012,"UV-TSAGAANHAIRHAN","ELSNII BYLAG","UV-Tsagaanhairhan / Elsnii bylag","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,9,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,2.5,25.75,34.5,4,"Uvs-Tsagaanhairhan",1,57.80135345,"III","2"
"1363",1365,2012,"UV-TSAGAANHAIRHAN","HASHAAT/BODOCH/","UV-Tsagaanhairhan / Hashaat/Bodoch/","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0.5,0,0,42,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,48.75,16,4,"Uvs-Tsagaanhairhan",1,211.404953,"III","2"
"1364",1366,2012,"UV-TSAGAANHAIRHAN","MODOT","UV-Tsagaanhairhan / Modot","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,3.25,0,9,0,0,2.5,0,0,0,0,0,9.5,0,0,0,0,0,0,12.25,0,0,0,0,0,0,0,0,9.5,37,49.75,8,"Uvs-Tsagaanhairhan",1,57.4013443,"III","2"
"1365",1367,2012,"UV-TSAGAANHAIRHAN","MUNDUUHUU","UV-Tsagaanhairhan / Munduuhuu","I","Loamy",2,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,1.5,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0.5,24,0,0,0,0,0,3.25,0,0,2.25,31.5,40,6,"Uvs-Tsagaanhairhan",1,163.0038147,"I","1"
"1366",1368,2012,"UV-TSAGAANHAIRHAN","TURGEN","UV-Tsagaanhairhan / Turgen","IV","Loamy",2,3,3.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,16,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,20.25,0,0,0,0,0,0,0,0,2.25,38.5,25.5,4,"Uvs-Tsagaanhairhan",1,179.2041931,"I","1"
"1367",1369,2012,"UV-TURGEN","DOHIYR","UV-Turgen / Dohiyr","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,NA,7.5,0,0,NA,NA,NA,0,0,NA,15.5,29.75,0,0,0,0,0,0,0,0,0,0,3.25,9,NA,NA,NA,64.25,6.25,9,"Uvs-Turgen",1,541.0126953,"I","1"
"1368",1370,2012,"UV-TURGEN","GOBI ELJGENE","UV-Turgen / Gobi eljgene","II","sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,26.25,0,0,0,0,0,0,0,0,5.25,22,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0.25,50,47,6,"Uvs-Turgen",1,163.4038391,"I","1"
"1369",1371,2012,"UV-TURGEN","GOLIIN UMNU HUBUU","UV-Turgen / Goliin umnu hubuu","I","Loamy",2,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,NA,8.25,0,0,NA,NA,NA,0,0,NA,17.5,41,0,0,0,0,0,0,0,0,0,0,13.5,6.75,NA,NA,NA,72.5,NA,6,"Uvs-Turgen",1,421.8098755,"I","1"
"1370",1372,2012,"UV-TURGEN","HYBHAI EMEELT","UV-Turgen / Hybhai emeelt","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,0,0,11,0,0,0,0,0,0,0,0,7.75,16,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,1.75,35.25,57.25,6,"Uvs-Turgen",1,253.0059357,"III","2"
"1371",1373,2012,"UV-TURGEN","TSUNHEG YYL","UV-Turgen / Tsunheg yyl","II","Gravelly",1,2,2.1,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,20.25,0,0,0,0,0,0,0,0,8.75,10.75,0,0,0.5,0,0,0,0,0,0,0,1.75,0,0,0,0.5,46.5,45.25,11,"Uvs-Turgen",1,247.4057922,"III","2"
"1372",1374,2012,"UV-ULAANGOM","ADARGANA","UV-Ulaangom / Adargana","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,23.5,0,5.5,NA,NA,NA,0,0,NA,3.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,41.5,36.5,8,"Uvs-Ulaangom",1,243.8056946,"II","2"
"1373",1375,2012,"UV-ULAANGOM","ARSAI","UV-Ulaangom / Arsai","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,31.75,0,0,0,0,0,0,0,0,6,0.25,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,3.75,48.25,19.75,9,"Uvs-Ulaangom",1,181.2042389,"I","1"
"1374",1376,2012,"UV-ULAANGOM","BAG BYRAA","UV-Ulaangom / Bag byraa","IV","Sandy",16,3,3.1,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,11.5,NA,NA,NA,0,0,NA,2.25,0,0,0,2.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,54.25,5,"Uvs-Ulaangom",1,157.2036743,"III","2"
"1375",1377,2012,"UV-ULAANGOM","HEER MORIT","UV-Ulaangom / Heer morit","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,2,0,0,0,13.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,53,44.25,4,"Uvs-Ulaangom",1,710.4165649,"II","2"
"1376",1378,2012,"UV-ULAANGOM","HOLIIN PRIVAD","UV-Ulaangom / Holiin privad","III","Loamy",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,5.75,0,0,37,0,0,0,0,0,26.75,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,19.5,9,"Uvs-Ulaangom",1,212.2049713,"II","2"
"1377",1379,2012,"UV-ULGII","ENDERT","UV-Ulgii / Endert","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,4,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,27.25,43.25,5,"Uvs-Ulgii",1,177.4041595,"II","2"
"1378",1380,2012,"UV-ULGII","HASHAALAAGUI TALBAI","UV-Ulgii / Hashaalaagui talbai","I","Gravelly",11,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,4,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.75,59.75,6,"Uvs-Ulgii",1,163.6038361,"IV","3"
"1379",1381,2012,"UV-ULGII","HUH UZUUR","UV-Ulgii / Huh uzuur","I","Gravelly",11,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,4.75,0,0,0,0,0,0,0,0,0,0,7.25,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,23.25,73.25,8,"Uvs-Ulgii",1,180.0042114,"IV","3"
"1380",1382,2012,"UV-ULGII","MANHAN","UV-Ulgii / Manhan","I","Gravelly",11,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,6.25,0,0,0,0,0,0,0,0,0,0,0.25,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,31.25,59.5,8,"Uvs-Ulgii",1,168.6039581,"IV","3"
"1381",1383,2012,"UV-ULGII","SHUVUUN HARIIN HYAR","UV-Ulgii / Shuvuun hariin hyar","I","Gravelly",11,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,6.25,0.25,0,0.25,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,36,52,10,"Uvs-Ulgii",1,571.2133789,"IV","3"
"1382",1384,2012,"UV-UMNUGOBI","BOR HAG","UV-Umnugobi / Bor hag","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,2.25,NA,0,0,0,NA,NA,NA,0,0,NA,5.5,12.75,0,0,23.25,0,0,0,0,0,0,1,0,0,NA,NA,NA,44.75,31.25,8,"Uvs-Umnugobi",1,261.6061096,"I","1"
"1383",1385,2012,"UV-UMNUGOBI","HAR SHANAA","UV-Umnugobi / Har shanaa","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,2.5,NA,5.5,0,0,NA,NA,NA,0,0,NA,0,7.5,0,0,27,0,0,0,0,0,0,6.25,0,0,NA,NA,NA,47,33.25,7,"Uvs-Umnugobi",1,140.6032867,"I","1"
"1384",1386,2012,"UV-UMNUGOBI","HASHAALAAGUI TALBAI","UV-Umnugobi / hashaalaagui talbai","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,1.25,NA,10.75,0,0,NA,NA,NA,0,0,NA,0,30.75,0,0,15,0,0,0,1,0,0,1,0,0,NA,NA,NA,56.75,30.75,7,"Uvs-Umnugobi",1,170.6039734,"I","1"
"1385",1387,2012,"UV-UMNUGOBI","MORIT","UV-Umnugobi / Morit","I","Gravelly",11,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,17,NA,0.25,0,0,NA,NA,NA,0,0,NA,0,10.25,0,0,38.25,0,0,0,0,0,0,1.75,0,0,NA,NA,NA,65.25,24.25,6,"Uvs-Umnugobi",1,424.0099182,"I","1"
"1386",1388,2012,"UV-UMNUGOBI","RASHAANTIIN HOTGOR","UV-Umnugobi / Rashaantiin hotgor","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,5,2,1,2,0,0,0,0,0,0,0,0,14.25,21.25,0,5.5,0,0,0,0,0,0,17,0,0,0,0,0,62.5,21.75,10,"Uvs-Umnugobi",1,530.6124268,"I","1"
"1387",1389,2012,"UV-ZAVHAN","BARYYN HUDUU","UV-Zavhan / Baryyn huduu","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,1.75,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,4,0,9.25,0,0,0,0,0,0,0.75,0,0.75,NA,NA,NA,16.5,74.25,6,"Uvs-Zavhan",1,40.80095673,"II","2"
"1388",1390,2012,"UV-ZAVHAN","GYY","UV-Zavhan / Gyy","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,1,0,5,6.5,0,0,0,0,0,0,0,0,1.75,0,0,11.5,0,0,0,NA,0,0,6.75,0,0,2.25,0,0,25.25,74.25,9,"Uvs-Zavhan",1,170.2039795,"I","1"
"1389",1391,2012,"UV-ZAVHAN","HARMAGT","UV-Zavhan / Harmagt","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0.25,0,0,NA,NA,NA,0,0,NA,0,0,3.25,0,7.75,0,0,0,0,0,0,0.25,0,0,NA,NA,NA,12.75,72.5,5,"Uvs-Zavhan",1,85.00197601,"II","2"
"1390",1392,2012,"UV-ZAVHAN","TUIMERT","UV-Zavhan / Tuimert","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,1.5,0,8,0,0,0,0,0,0,0,0,0,1.25,0,0,12.5,0,0,0,0,0,0,5.5,0,0,0.25,0,0,24.75,75.25,9,"Uvs-Zavhan",1,188.2043915,"I","1"
"1391",1393,2012,"UV-ZAVHAN","UHRIIN HEBTER","UV-Zavhan / Uhriin hebter","I","Sandy",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,15.75,0,0,0,2,0,0,5.25,0,0,1.75,0,0,23,72.25,9,"Uvs-Zavhan",1,74.80175781,"I","1"
"1392",1394,2012,"UV-ZAVHAN","XYAR","UV-Zavhan / Xyar","I","Sandy",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0.75,0,0,0.25,0,0,23.75,76,6,"Uvs-Zavhan",1,117.6027451,"I","1"
