"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ARAD","ANNUAL","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","TREE","CXPED","NISB.1","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"360",361,2014,"DA-HONGOR","SALHIT","DA-Hongor / Salhit","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0,25.625,0,0,0,0,0,2.25,3.625,0,0,0,0,0,30.375,0,0,0,0.125,0,0,0,0,0,2.375,0.125,74.75,15.875,11,"Darhan-Hongor",1,261.2061157,"I","1"
"361",363,2014,"DA-HONGOR","TSOGT-ONDOR","DA-Hongor / Tsogt-Ondor","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,1,0,0,0,22.75,0,0,0,0.5,0,26.125,27.75,27.75,3.625,0,0,0,0,0,0.75,0,0,0,0,0,21,0,9.375,0,90.5,0.875,19,"Darhan-Hongor",1,1843.84314,"III","2"
"362",365,2014,"DA-ORHON","DARDAI NUUR","DA-Orhon / Dardai nuur","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,1.125,6.5,0,0,4.625,0,0,0,0,0,27.875,4.875,4.75,0,0,0,0,14.375,0,0,0,2.375,0,0,0,2.75,0,25.25,0,68.25,9.625,23,"Darhan-Orhon",1,8350.995117,"I","1"
"363",367,2014,"DA-ORHON","DELGER UUL","DA-Orhon / Delger uul","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,7.125,0,0,20.25,0,0,0,0,0,15.25,23.375,0,0,0,0,0,10,0,0.375,0,0,0,0,0,0,0,19.375,0.125,70.625,11.125,13,"Darhan-Orhon",1,159.8037415,"III","3"
"364",369,2014,"DA-SHARIIN GOL","BUYANT","DA-Shariin gol / Buyant","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,3.25,15.125,0,0,21.5,0,0,0,0,0,6.125,13.625,5.875,23.25,0,0,0,0,0,9.5,0,0.25,0,0,0,0,0,3.625,1.125,87.75,6.625,19,"Darhan-Shariin gol",1,706.4165649,"I","1"
"365",371,2014,"DA-SHARIIN GOL","DARHAN UUL","DA-Shariin gol / Darhan uul","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4.75,0,14.875,4,0,74.25,0,0,0,0,0,13.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,10.5,93.375,4.25,9,"Darhan-Shariin gol",1,455.4106445,"III","2"
"366",373,2014,"DA-SHARIIN GOL","OLON HOTOL","DA-Shariin gol / Olon hotol","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,1.125,0,0,67.25,0,0,0,0,0,24.875,0.625,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,11.125,18.875,83.875,8.5,8,"Darhan-Shariin gol",1,156.6036682,"III","2"
"367",375,2014,"DG-AIRAG","MERGEN","DG-Airag / mergen","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0.25,0,0,0.5,NA,NA,NA,0,0,NA,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,16.75,13.5,8,"Dornogovi-Airag",1,132.0030975,"II","2"
"368",376,2014,"DG-AIRAG","NARD","DG-Airag / nard","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,0.25,0,0.5,0.5,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,28.5,9,"Dornogovi-Airag",1,54.6012764,"II","2"
"369",377,2014,"DG-AIRAG","NUDEN","DG-Airag / nuden","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,3.25,0,0,NA,NA,NA,0,0,NA,0.75,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,14,43,7,"Dornogovi-Airag",1,25.20059013,"II","2"
"370",378,2014,"DG-AIRAG","SAIN US","DG-Airag / sain us","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,1.25,0,0,0.25,NA,NA,NA,0,0,NA,0,0,0,0,5.5,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,14.25,10.25,5,"Dornogovi-Airag",1,NA,"II","2"
"371",379,2014,"DG-AIRAG","TSAGAANDORVOLJ","DG-Airag / tsagaandorvolj","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,3,96.75,3,"Dornogovi-Airag",1,20.50048065,"III","3"
"372",380,2014,"DG-ALTANSHIREE","CHULUUN GISHGER","DG-Altanshiree / Chuluun gishger","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1.5,8,0.5,1.5,3,13.5,0,0,0,0,0,10.5,0,0,0,2,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,44.75,22.5,15,"Dornogovi-Altanshiree",1,74.20173645,"II","2"
"373",381,2014,"DG-ALTANSHIREE","HAYA","DG-Altanshiree / Haya","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,1.5,24.25,0,1.5,1.25,1.25,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,31,25.5,13,"Dornogovi-Altanshiree",1,117.6027451,"III","3"
"374",382,2014,"DG-ALTANSHIREE","SAIN US","DG-Altanshiree / Sain us","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,58.75,0,0,0.5,2.25,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,64.5,9.25,11,"Dornogovi-Altanshiree",1,110.8025894,"III","3"
"375",383,2014,"DG-ALTANSHIREE","TOIG","DG-Altanshiree / Toig","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,1.25,0,6.25,9,0,0,0,0,0,2.5,0,0,0,2.75,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,48.75,8.5,13,"Dornogovi-Altanshiree",1,310.6072693,"II","2"
"376",384,2014,"DG-ALTANSHIREE","ZARAA","DG-Altanshiree / Zaraa","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,7,0,0,0.25,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12.75,8,"Dornogovi-Altanshiree",1,136.8032074,"II","2"
"377",385,2014,"DG-DALANJARGALAN","BICHIGT","DG-Dalanjargalan / bichigt","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,1.5,0,0,0,2.5,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,9.5,6,"Dornogovi-Dalanjargalan",1,45.60106659,"III","3"
"378",386,2014,"DG-DALANJARGALAN","ELDEV","DG-Dalanjargalan / eldev","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,33.75,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,10.5,8,"Dornogovi-Dalanjargalan",1,NA,"III","3"
"379",387,2014,"DG-DALANJARGALAN","ONGOT","DG-Dalanjargalan / ongot","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.5,2,0,0.5,0,2.25,0,0,0,0,0,7.25,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,7.75,11,"Dornogovi-Dalanjargalan",1,62.60146332,"II","2"
"380",388,2014,"DG-DALANJARGALAN","TSOMOG","DG-Dalanjargalan / tsomog","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0.5,3,0,0.25,0.25,0,0,0,0,0,1.5,0,0,0,0.75,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,10.25,12.5,10,"Dornogovi-Dalanjargalan",1,22.00051308,"III","3"
"381",389,2014,"DG-DELGEREH","BARUUN TEVH","DG-Delgereh / baruun tevh","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0.75,2.75,4.25,1.25,2.75,9.25,8,0,0,0,0,0,1.25,0,0,0,14.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,46.25,24.5,14,"Dornogobi-Delgereh",1,274.6064453,"I","1"
"382",390,2014,"DG-DELGEREH","HAMRIIN UUL","DG-Delgereh / Hamriin uul","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,28.5,0.75,0,0,NA,NA,NA,0,0,NA,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,36,61.5,7,"Dornogobi-Delgereh",1,310.807251,"II","2"
"383",391,2014,"DG-DELGEREH","HONGOR","DG-Delgereh / Hongor","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,3.5,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,30.5,61,5,"Dornogobi-Delgereh",1,92.00215149,"III","3"
"384",392,2014,"DG-DELGEREH","HUR","DG-Delgereh / hur","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,40.75,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,42.25,39.5,5,"Dornogobi-Delgereh",1,219.6051483,"III","3"
"385",393,2014,"DG-DELGEREH","MORGOTSGIIN UUL","DG-Delgereh / morgotsgiin uul","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,5.25,24.25,2.25,6.5,4.75,0.75,0,0,0,0,0,4.25,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.25,14.25,18,"Dornogobi-Delgereh",1,190.8044739,"II","2"
"386",394,2014,"DG-DELGEREH","NUDENGIIN TOLGOD","DG-Delgereh / Nudengiin tolgod","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,4,0,0,0,NA,NA,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,53.5,45.75,7,"Dornogobi-Delgereh",1,214.405014,"III","3"
"387",395,2014,"DG-DELGEREH","TEEGIIN TAL","DG-Delgereh / Teegiin tal","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,28,0,8,0,NA,NA,NA,0,0,NA,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,40.75,40.25,5,"Dornogobi-Delgereh",1,361.60849,"III","3"
"388",396,2014,"DG-ERDENE","BUTNI HOOLOI","DG-Erdene / butni hooloi","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"389",397,2014,"DG-ERDENE","DALAI","DG-Erdene / dalai","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,27.25,67.25,5,"Dornogobi-Erdene",1,139.6032562,"III","3"
"390",398,2014,"DG-ERDENE","HASHAALAAGUI TALBAI","DG-Erdene / hashaalaagui talbai","III","Sandy loam",12,2,2.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,18.25,74,3,"Dornogobi-Erdene",1,91.60214233,"III","3"
"391",399,2014,"DG-ERDENE","HUR","DG-Erdene / hur","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0.25,1.5,0,0,4.25,0,0,0,0,0,0.5,7,0,0,19.25,0,0,0,NA,0,0,3.25,0,0,0,0,0,0,0,46,25.75,12,"Dornogobi-Erdene",1,236.605545,"I","1"
"392",400,2014,"DG-ERDENE","SHINE US","DG-Erdene / shine us","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,8.75,0,0,30.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,41,57,6,"Dornogobi-Erdene",1,99.80233765,"I","1"
"393",401,2014,"DG-ERDENE","TSAGAAN OVOO","DG-Erdene / tsagaan ovoo","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,2.5,1.25,0,0,11.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,25.25,54,7,"Dornogobi-Erdene",1,160.2037659,"I","1"
"394",402,2014,"DG-HATANBULAG","AMAR-ULZIIT","DG-Hatanbulag / Amar-ulziit","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,1.5,3.75,0,0,13.75,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,20,67.25,5,"Dornogovi-Hatanbulag",1,15.80036926,"I","1"
"395",403,2014,"DG-HATANBULAG","AMNA-US","DG-Hatanbulag / Amna-us","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,1.75,5,0,0,8.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,23,74.75,8,"Dornogovi-Hatanbulag",1,9.800229073,"I","1"
"396",404,2014,"DG-HATANBULAG","SHIVNEE","DG-Hatanbulag / Shivnee","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0.75,0,0,7.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,16.25,83.25,4,"Dornogovi-Hatanbulag",1,12.20028591,"I","1"
"397",405,2014,"DG-HATANBULAG","SULIN","DG-Hatanbulag / Sulin","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,24.25,71.75,5,"Dornogovi-Hatanbulag",1,53.40125275,"I","1"
"398",406,2014,"DG-HATANBULAG","TSAGAAN GUVEE","DG-Hatanbulag / Tsagaan guvee","I","Loamy",15,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,7,0,0,1.25,0,0,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,16,82.25,7,"Dornogovi-Hatanbulag",1,27.40064049,"II","2"
"399",407,2014,"DG-HATANBULAG","TSEEL","DG-Hatanbulag / Tseel","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,23.75,76.25,3,"Dornogovi-Hatanbulag",1,38.60090637,"I","1"
"400",408,2014,"DG-HUVSGUL","DOLOOD","DG-Huvsgul / Dolood","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,7.25,NA,NA,NA,0,0,NA,0,0,0,0,1.25,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,12.25,62,7,"Dornogovi-Husgul",1,29.20068169,"IV","3"
"401",409,2014,"DG-HUVSGUL","JADAN","DG-Huvsgul / Jadan","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,1.25,0,4.5,0,NA,NA,NA,0,0,NA,0.25,0.75,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12.75,85,8,"Dornogovi-Husgul",1,21.20049667,"II","2"
"402",410,2014,"DG-HUVSGUL","MELZEN","DG-Huvsgul / Melzen","I","Sandy",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0.5,0,0,NA,NA,NA,0,0,NA,0.5,1.25,0,0,29,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,31.25,67.75,5,"Dornogovi-Husgul",1,72.40169525,"I","1"
"403",411,2014,"DG-HUVSGUL","TSAGAAN DUH","DG-Huvsgul / Tsagaan duh","III","Sandy ",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,4.75,0,0,4.25,0,0,0,0,0,0,2.75,0,0,0,NA,NA,NA,NA,13,86.25,6,"Dornogovi-Husgul",1,5.800136089,"I","1"
"404",412,2014,"DG-HUVSGUL","TSAGAAN EREG","DG-Huvsgul / Tsagaan ereg","I","sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0.75,0,0,3.25,0,0,0,0,0,0,0,0.25,0,0,NA,NA,NA,NA,8.5,86.75,6,"Dornogovi-Husgul",1,11.40026665,"I","1"
"405",413,2014,"DG-HUVSGUL","TUGRUG","DG-Huvsgul / Tugrug","I","sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,2.75,0,0,0,0,0,0,0.25,0,0,0,0,2,0,0,33.5,65,8,"Dornogovi-Husgul",1,53.20124817,"IV","3"
"406",414,2014,"DG-HUVSGUL","ULAAN BULAG","DG-Huvsgul / Ulaan bulag","III","Sandy ",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,1.75,0,0,0,NA,NA,NA,0,0,NA,0.5,0.5,0,0,7.75,0,0,0,0,0,0,0.25,0,0,0,NA,NA,NA,NA,10.75,72.5,6,"Dornogovi-Husgul",1,9.000210762,"I","1"
"407",415,2014,"DG-IH HET","DAYANCHIIN HAD","DG-Ih het / dayanchiin had","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.5,0,0.75,0.5,0.25,40.5,23,23,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69.5,13.5,11,"Dornogovi-Ih het",1,287.0067139,"I","1"
"408",416,2014,"DG-IH HET","HAR US","DG-Ih het / har us","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,3.25,0.5,0,3.25,2.25,18.75,10,10,0,0,0,10,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,61,11.25,18,"Dornogovi-Ih het",1,350.0081787,"I","1"
"409",417,2014,"DG-IH HET","HASHAAT","DG-Ih het / hashaat","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,2.75,4.25,0,37.75,5,5,0,0,0,5.75,0,0,0,0,0,0,0,2,9.75,0,0,0,0,0,0,0,0,3,62.75,9.25,12,"Dornogovi-Ih het",1,144.6033936,"II","2"
"410",418,2014,"DG-IH HET","OCH","DG-Ih het / och","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0.5,3.5,0.25,0.5,2,7.25,0,0,0,0,0,6.75,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,14.5,15,"Dornogovi-Ih het",1,89.40208435,"II","2"
"411",419,2014,"DG-IH HET","ZULEGT","DG-Ih het / Zulegt","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,13.25,0,0,22,0,0,0,0,0,11.75,1.25,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,53.25,46.75,7,"Dornogovi-Ih het",1,94.602211,"II","2"
"412",420,2014,"DG-IH HET","ZURHEN UUL","DG-Ih het / zurhen uul","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,8.5,3.75,0,6.75,13.5,10.5,10.5,0,0,0,9.25,0.75,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,62.25,13.25,13,"Dornogovi-Ih het",1,159.2037048,"I","1"
"413",421,2014,"DG-MANDAKH","ALKHAN TEEG","DG-Mandakh / Alkhan teeg","III","Sandy",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,1.5,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7.5,17.25,4,"Dornogovi-Mandakh",1,5.400126457,"IV","3"
"414",422,2014,"DG-MANDAKH","BAYANHOSHUU","DG-Mandakh / Bayanhoshuu","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0.75,0,0,0,NA,NA,NA,0,0,NA,0,1,0,0,1.75,0,0,0,0,0,0,3.5,0,0,0,NA,NA,NA,NA,13,77.25,7,"Dornogovi-Mandakh",1,14.00032711,"II","2"
"415",423,2014,"DG-MANDAKH","BUDAR","DG-Mandakh / Budar","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,1.5,0,0,0.25,NA,NA,NA,0,0,NA,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4.75,25.5,6,"Dornogovi-Mandakh",1,NA,"II","2"
"416",424,2014,"DG-MANDAKH","TOLI","DG-Mandakh / Toli","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,12.25,28.25,6,"Dornogovi-Mandakh",1,97.40228271,"II","2"
"417",425,2014,"DG-MANDAKH","TUHUM","DG-Mandakh / Tuhum","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,1.5,0,0,8.75,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,73.25,5,"Dornogovi-Mandakh",1,7.20016861,"II","2"
"418",426,2014,"DG-MANDAKH","UEKHII","DG-Mandakh / Uekhii","IV","Sandy",16,3,3.1,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,1.25,0,0,0,0,0,0,0.75,0,0,0,NA,NA,NA,NA,17.5,30.75,5,"Dornogovi-Mandakh",1,98.60230255,"IV","3"
"419",427,2014,"DG-SAIHANDULAAN","JARGALANT","DG-Saihandulaan / jargalant","I","High water table",10,1,1.1,1,"Yes","ACSP dominated solonchak in HWT ESG, Steppe",0,0,2.5,0,0,0.75,0.5,0,0,0,0,0,8.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,25,9,"Dornogobi-Saihandulaan",1,32.80076599,"I","1"
"420",428,2014,"DG-SAIHANDULAAN","OLZIIT","DG-Saihandulaan / olziit","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,3.5,0,0,1.75,3,0,0,0,0,0,10.75,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,14.25,8,"Dornogobi-Saihandulaan",1,13.00030422,"II","2"
"421",429,2014,"DG-SAIHANDULAAN","SHAR CHULUUT","DG-Saihandulaan / shar chuluut","III","Sandy",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,0,0,0,13.25,1.5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24.75,6,"Dornogobi-Saihandulaan",1,12.60029507,"III","2"
